,Date,HomeTeam,AwayTeam,HM,HW/M,HD/M,HL/M,HG/M,HGA/M,HPTS/M,HxG/M,HNPxG/M,HxGA/M,HNPxGA/M,HNPxGD/M,HPPDA,HOPPDA,HDC/M,HODC/M,HxPTS/M,AM,AW/M,AD/M,AL/M,AG/M,AGA/M,APTS/M,AxG/M,ANPxG/M,AxGA/M,ANPxGA/M,ANPxGD/M,APPDA,AOPPDA,ADC/M,AODC/M,AxPTS/M,Match_id
20,10/12/2023,Fulham,West Ham,9,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.7777777777777778,1.6666666666666667,0.8888888888888888,1.1166666666666667,1.1166666666666667,1.3977777777777778,1.3133333333333335,-0.19666666666666666,12.54,12.92,6.333333333333333,6.444444444444445,1.1533333333333333,10,0.4,0.1,0.5,1.6,2.0,1.3,1.426,1.426,2.097,1.8690000000000002,-0.44400000000000006,16.62,12.48,4.8,7.6,1.0130000000000001,4d5bdd13-ef0b-510c-85b2-5d4730719085
21,07/12/2023,Tottenham,West Ham,10,0.6,0.1,0.3,1.9,1.5,1.9,1.7579999999999998,1.7579999999999998,1.6440000000000001,1.492,0.266,8.05,11.62,13.1,5.5,1.56,10,0.4,0.1,0.5,1.6,2.0,1.3,1.426,1.426,2.097,1.8690000000000002,-0.44400000000000006,16.62,12.48,4.8,7.6,1.0130000000000001,4bab6374-b8e1-5a38-8c57-c9fad50ae3e9
22,06/12/2023,Sheffield United,Liverpool,11,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.9090909090909091,2.8181818181818183,0.45454545454545453,0.8245454545454546,0.6863636363636364,2.653636363636364,2.5154545454545456,-1.829090909090909,14.99,9.73,4.818181818181818,10.272727272727273,0.4990909090909091,11,0.6363636363636364,0.2727272727272727,0.09090909090909091,2.1818181818181817,0.8181818181818182,2.1818181818181817,2.231818181818182,2.023636363636364,1.2781818181818183,1.2781818181818183,0.7463636363636365,9.01,18.02,11.181818181818182,6.181818181818182,1.9427272727272729,3751b3b9-a2a7-5e6e-aec2-6605cfd4547d
23,09/12/2023,Crystal Palace,Liverpool,10,0.3,0.2,0.5,1.1,1.6,1.1,1.28,1.204,1.5779999999999998,1.502,-0.298,12.94,8.63,5.5,10.1,1.19,11,0.6363636363636364,0.2727272727272727,0.09090909090909091,2.1818181818181817,0.8181818181818182,2.1818181818181817,2.231818181818182,2.023636363636364,1.2781818181818183,1.2781818181818183,0.7463636363636365,9.01,18.02,11.181818181818182,6.181818181818182,1.9427272727272729,d7bb1069-5baf-5b53-9e2c-2f6615d3d98c
24,06/12/2023,Crystal Palace,Bournemouth,10,0.3,0.2,0.5,1.1,1.6,1.1,1.28,1.204,1.5779999999999998,1.502,-0.298,12.94,8.63,5.5,10.1,1.19,10,0.3,0.2,0.5,1.2,2.2,1.1,1.534,1.534,2.058,1.906,-0.372,13.08,8.59,7.7,11.0,1.115,ea55d43d-8e11-5312-82cc-3c328fe5774c
25,09/12/2023,Manchester United,Bournemouth,10,0.6,0.0,0.4,1.2,1.2,1.8,1.306,1.23,1.704,1.552,-0.322,13.29,15.28,8.5,7.1,1.183,10,0.3,0.2,0.5,1.2,2.2,1.1,1.534,1.534,2.058,1.906,-0.372,13.08,8.59,7.7,11.0,1.115,98cc2d05-b999-5338-8d88-76f676034a4a
26,06/12/2023,Manchester United,Chelsea,10,0.6,0.0,0.4,1.2,1.2,1.8,1.306,1.23,1.704,1.552,-0.322,13.29,15.28,8.5,7.1,1.183,10,0.3,0.3,0.4,1.7,1.6,1.2,2.077,1.7730000000000001,1.53,1.454,0.319,9.67,13.92,10.3,6.6,1.7289999999999999,694c82ee-8577-5f09-b553-13d37d63211f
27,10/12/2023,Everton,Chelsea,10,0.4,0.2,0.4,1.4,1.4,1.4,1.809,1.809,1.376,1.147,0.662,14.83,9.67,6.1,8.0,1.6309999999999998,10,0.3,0.3,0.4,1.7,1.6,1.2,2.077,1.7730000000000001,1.53,1.454,0.319,9.67,13.92,10.3,6.6,1.7289999999999999,83a3b099-b0d1-5949-b44b-54ee1d76b766
28,07/12/2023,Everton,Newcastle United,10,0.4,0.2,0.4,1.4,1.4,1.4,1.809,1.809,1.376,1.147,0.662,14.83,9.67,6.1,8.0,1.6309999999999998,11,0.5454545454545454,0.18181818181818182,0.2727272727272727,2.3636363636363638,1.0909090909090908,1.8181818181818181,2.166363636363636,1.9590909090909092,1.0327272727272727,1.0327272727272727,0.9263636363636363,9.78,12.51,6.363636363636363,5.545454545454546,2.0654545454545454,ed849c2d-f40d-5c55-bb66-695de313d3b5
29,10/12/2023,Tottenham,Newcastle United,10,0.6,0.1,0.3,1.9,1.5,1.9,1.7579999999999998,1.7579999999999998,1.6440000000000001,1.492,0.266,8.05,11.62,13.1,5.5,1.56,11,0.5454545454545454,0.18181818181818182,0.2727272727272727,2.3636363636363638,1.0909090909090908,1.8181818181818181,2.166363636363636,1.9590909090909092,1.0327272727272727,1.0327272727272727,0.9263636363636363,9.78,12.51,6.363636363636363,5.545454545454546,2.0654545454545454,66e0aaa5-cf8b-5cab-8707-ac4b7346b7bc
