,Date,HomeTeam,AwayTeam,HomeWinOdds,DrawOdds,AwayWinOdds,Line,OverLineOdds,UnderLineOdds,Yes,No,HM,HW/M,HD/M,HL/M,HG/M,HGA/M,HPTS/M,HxG/M,HNPxG/M,HxGA/M,HNPxGA/M,HNPxGD/M,HPPDA,HOPPDA,HDC/M,HODC/M,HxPTS/M,AM,AW/M,AD/M,AL/M,AG/M,AGA/M,APTS/M,AxG/M,ANPxG/M,AxGA/M,ANPxGA/M,ANPxGD/M,APPDA,AOPPDA,ADC/M,AODC/M,AxPTS/M,Match_id
0,25/11/2023,Salernitana,Lazio,4.45,3.65,1.82,2.5,1.95,1.85,1.83,1.91,12,0.0,0.4166666666666667,0.5833333333333334,0.6666666666666666,2.0,0.4166666666666667,0.7483333333333334,0.685,1.7966666666666666,1.6058333333333332,-0.9208333333333334,11.98,7.61,4.5,7.0,0.6974999999999999,12,0.4166666666666667,0.16666666666666666,0.4166666666666667,1.0833333333333333,1.0833333333333333,1.4166666666666667,1.2516666666666667,1.125,1.1341666666666665,1.1341666666666665,-0.009166666666666667,13.76,14.92,6.916666666666667,5.5,1.4508333333333334,88ecaca4-aa7d-5f45-bc38-eada5744aa9e
1,25/11/2023,Atalanta,Napoli,2.65,3.45,2.62,2.5,1.78,2.05,1.6,2.25,12,0.5,0.16666666666666666,0.3333333333333333,1.6666666666666667,0.9166666666666666,1.6666666666666667,1.4733333333333334,1.4733333333333334,0.8391666666666667,0.7125,0.7608333333333334,11.25,14.43,6.666666666666667,4.0,1.8491666666666668,12,0.5,0.25,0.25,2.0,1.0833333333333333,1.75,1.985,1.6041666666666667,0.895,0.8316666666666667,0.7725,8.71,17.37,10.916666666666666,3.75,2.0241666666666664,f0b4b348-66f1-5edd-9ca9-d79d8d256fc3
2,25/11/2023,AC Milan,Fiorentina,1.95,3.5,3.95,2.5,1.95,1.85,1.78,1.95,12,0.5833333333333334,0.16666666666666666,0.25,1.6666666666666667,1.1666666666666667,1.9166666666666667,1.6466666666666667,1.4558333333333333,1.2408333333333335,1.1133333333333333,0.3425,11.48,15.54,6.833333333333333,5.5,1.6675000000000002,12,0.5,0.16666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0716666666666665,1.0083333333333333,1.7025,1.4483333333333333,-0.44,10.26,12.43,8.0,4.5,1.145,539a69d8-70d4-5613-b3f5-98226edad360
3,02/12/2023,AC Milan,Frosinone,1.33,5.2,9.25,2.5,1.72,2.12,2.15,1.65,12,0.5833333333333334,0.16666666666666666,0.25,1.6666666666666667,1.1666666666666667,1.9166666666666667,1.6466666666666667,1.4558333333333333,1.2408333333333335,1.1133333333333333,0.3425,11.48,15.54,6.833333333333333,5.5,1.6675000000000002,12,0.3333333333333333,0.25,0.4166666666666667,1.4166666666666667,1.6666666666666667,1.25,1.3175000000000001,1.1266666666666667,1.7708333333333333,1.6441666666666668,-0.5166666666666667,11.77,12.39,5.25,8.833333333333334,1.1500000000000001,46067152-5ca4-5706-b1c6-900e471a4b0b
4,26/11/2023,Cagliari,Monza,2.92,3.3,2.47,2.5,1.93,1.88,1.7,2.07,12,0.16666666666666666,0.25,0.5833333333333334,1.0,2.0,0.75,1.27,1.1433333333333333,1.745,1.6175,-0.47500000000000003,17.54,11.56,5.083333333333333,6.666666666666667,1.0308333333333333,12,0.3333333333333333,0.4166666666666667,0.25,1.0833333333333333,0.9166666666666666,1.4166666666666667,1.5083333333333335,1.445,1.3825,1.2550000000000001,0.18999999999999997,13.2,15.1,6.333333333333333,7.916666666666667,1.4333333333333333,a0d4de5e-502d-58ec-a8e8-b8143662f7da
5,26/11/2023,Empoli,Sassuolo,2.65,3.5,2.57,2.5,1.65,2.25,1.52,2.42,12,0.25,0.08333333333333333,0.6666666666666666,0.4166666666666667,1.75,0.8333333333333334,0.9541666666666666,0.9541666666666666,1.6449999999999998,1.5183333333333333,-0.5641666666666666,12.36,9.17,4.833333333333333,8.5,1.02,12,0.25,0.25,0.5,1.3333333333333333,1.75,1.0,1.27,1.1425,1.8724999999999998,1.6816666666666666,-0.5391666666666667,15.79,10.15,6.166666666666667,7.166666666666667,1.1233333333333333,ca202c87-4393-5965-b737-8020049fad20
6,26/11/2023,Frosinone,Genoa,2.47,3.3,2.92,2.5,1.95,1.85,1.72,2.05,12,0.3333333333333333,0.25,0.4166666666666667,1.4166666666666667,1.6666666666666667,1.25,1.3175000000000001,1.1266666666666667,1.7708333333333333,1.6441666666666668,-0.5166666666666667,11.77,12.39,5.25,8.833333333333334,1.1500000000000001,12,0.3333333333333333,0.16666666666666666,0.5,1.0833333333333333,1.3333333333333333,1.1666666666666667,0.8666666666666667,0.8666666666666667,1.0433333333333332,1.0433333333333332,-0.17666666666666667,16.63,9.57,3.5,5.75,1.1466666666666667,e1717ae0-b4cb-5575-97bb-c8d07ecb4574
7,26/11/2023,Roma,Udinese,1.65,3.85,5.4,2.5,2.07,1.75,2.05,1.72,12,0.4166666666666667,0.25,0.3333333333333333,1.8333333333333333,1.1666666666666667,1.5,1.615,1.4883333333333333,1.05,0.9233333333333333,0.5650000000000001,11.01,15.41,7.333333333333333,4.166666666666667,1.7249999999999999,12,0.08333333333333333,0.6666666666666666,0.25,0.6666666666666666,1.25,0.9166666666666666,1.4683333333333335,1.2783333333333333,1.3283333333333334,1.2016666666666667,0.0775,12.67,8.67,3.25,5.416666666666667,1.5591666666666668,3fc7de76-6d18-5802-bd2a-1cd9c75cdf6b
8,26/11/2023,Juventus,Inter,3.35,3.3,2.22,2.5,2.1,1.75,1.82,1.93,12,0.75,0.16666666666666666,0.08333333333333333,1.5833333333333333,0.5833333333333334,2.4166666666666665,1.9574999999999998,1.83,0.75,0.75,1.0808333333333333,13.45,12.97,6.916666666666667,5.666666666666667,2.154166666666667,12,0.8333333333333334,0.08333333333333333,0.08333333333333333,2.4166666666666665,0.5,2.5833333333333335,2.2675,1.8866666666666667,0.7050000000000001,0.6416666666666667,1.2449999999999999,12.12,16.54,9.5,4.583333333333333,2.2675,cd1a8595-2445-51c0-a013-92ef5cabac5a
9,03/12/2023,Napoli,Inter,2.65,3.4,2.65,2.5,1.83,1.98,1.62,2.2,12,0.5,0.25,0.25,2.0,1.0833333333333333,1.75,1.985,1.6041666666666667,0.895,0.8316666666666667,0.7725,8.71,17.37,10.916666666666666,3.75,2.0241666666666664,12,0.8333333333333334,0.08333333333333333,0.08333333333333333,2.4166666666666665,0.5,2.5833333333333335,2.2675,1.8866666666666667,0.7050000000000001,0.6416666666666667,1.2449999999999999,12.12,16.54,9.5,4.583333333333333,2.2675,46cd2ff9-af1a-500e-b3d5-7d3d906a4876
