Date,HomeTeam,AwayTeam,Result,HomeWinOdds,DrawOdds,AwayWinOdds,OverOdds,UnderOdds,HTeam,HM,HW,HD,HL,HG,HGA,HPTS,HxG,HNPxG,HxGA,HNPxGA,HNPxGD,HPPDA,HOPPDA,HDC,HODC,HxPTS,ATeam,AM,AW,AD,AL,AG,AGA,APTS,AxG,ANPxG,AxGA,ANPxGA,ANPxGD,APPDA,AOPPDA,ADC,AODC,AxPTS
11/08/2023,Nice,Lille,1-1,2.6,3.5,2.7,1.92,1.98,Nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2023,Marseille,Reims,2-1,1.7,4.0,4.75,1.8,2.0,Marseille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2023,Paris Saint Germain,Lorient,0-0,1.33,5.5,7.5,1.5,2.63,Paris Saint Germain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lorient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2023,Brest,Lens,3-2,4.0,3.5,1.91,2.05,1.85,Brest,1,1,0,0,3,2,3,2.92,1.4,0.96,0.96,0.44,7.59,10.84,4,6,2.66,Lens,1,0,0,1,2,3,0,0.96,0.96,2.92,1.4,-0.44,10.84,7.59,6,4,0.23
13/08/2023,Clermont Foot,Monaco,2-4,3.6,3.6,2.0,1.73,2.1,Clermont Foot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2023,Montpellier,Le Havre,2-2,1.91,3.6,4.0,2.1,1.73,Montpellier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Le Havre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2023,Nantes,Toulouse,1-2,2.5,3.4,2.75,2.03,1.87,Nantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toulouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2023,Rennes,Metz,5-1,1.4,4.75,7.5,1.73,2.1,Rennes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2023,Strasbourg,Lyon,2-1,2.55,3.6,2.55,1.73,2.1,Strasbourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2023,Metz,Marseille,2-2,5.0,4.0,1.67,1.73,2.1,Metz,1,0,0,1,1,5,0,0.56,0.56,4.68,4.68,-4.12,20.05,7.77,2,15,0.01,Marseille,1,1,0,0,2,1,3,1.51,1.51,0.99,0.99,0.52,14.65,5.38,10,3,1.8
19/08/2023,Lyon,Montpellier,1-4,1.7,4.2,4.33,1.57,2.38,Lyon,1,0,0,1,1,2,0,2.05,2.05,1.16,1.16,0.89,6.24,19.5,10,1,2.03,Montpellier,1,0,1,0,2,2,1,1.3,1.3,1.25,1.25,0.05,8.83,21.86,8,3,1.37
19/08/2023,Toulouse,Paris Saint Germain,1-1,4.75,4.2,1.65,1.57,2.38,Toulouse,1,1,0,0,2,1,3,2.06,2.06,1.07,0.31,1.75,12.8,27.25,6,2,2.15,Paris Saint Germain,1,0,1,0,0,0,1,1.36,1.36,0.14,0.14,1.23,7.5,41.6,15,1,2.42
20/08/2023,Lille,Nantes,2-0,1.4,5.0,7.0,1.67,2.2,Lille,1,0,1,0,1,1,1,1.53,1.53,1.12,1.12,0.41,6.02,19.28,6,3,1.7,Nantes,1,0,0,1,1,2,0,1.07,0.31,2.06,2.06,-1.75,27.25,12.8,2,6,0.61
20/08/2023,Le Havre,Brest,1-2,2.7,3.2,2.7,2.2,1.67,Le Havre,1,0,1,0,2,2,1,1.25,1.25,1.3,1.3,-0.05,21.86,8.83,3,8,1.28,Brest,1,1,0,0,3,2,3,2.92,1.4,0.96,0.96,0.44,7.59,10.84,4,6,2.66
20/08/2023,Lorient,Nice,1-1,3.4,3.4,2.15,2.0,1.9,Lorient,1,0,1,0,0,0,1,0.14,0.14,1.36,1.36,-1.23,41.6,7.5,1,15,0.34,Nice,1,0,1,0,1,1,1,1.12,1.12,1.53,1.53,-0.41,19.28,6.02,3,6,1.01
20/08/2023,Reims,Clermont Foot,2-0,1.85,3.75,4.0,1.86,2.04,Reims,1,0,0,1,1,2,0,0.99,0.99,1.51,1.51,-0.52,5.38,14.65,3,10,0.91,Clermont Foot,1,0,0,1,2,4,0,1.98,1.98,3.4,3.4,-1.42,10.52,9.1,5,11,0.46
20/08/2023,Monaco,Strasbourg,3-0,1.8,4.0,4.0,1.67,2.2,Monaco,1,1,0,0,4,2,3,3.4,3.4,1.98,1.98,1.42,9.1,10.52,11,5,2.38,Strasbourg,1,1,0,0,2,1,3,1.16,1.16,2.05,2.05,-0.89,19.5,6.24,1,10,0.73
20/08/2023,Lens,Rennes,1-1,2.4,3.6,2.75,1.73,2.1,Lens,1,0,0,1,2,3,0,0.96,0.96,2.92,1.4,-0.44,10.84,7.59,6,4,0.23,Rennes,1,1,0,0,5,1,3,4.68,4.68,0.56,0.56,4.12,7.77,20.05,15,2,2.98
25/08/2023,Nantes,Monaco,3-3,4.75,3.8,1.73,1.73,2.1,Nantes,2,0,0,2,1,4,0,2.34,1.58,5.3,5.3,-3.72,19.79,11.73,11,22,0.89,Monaco,2,2,0,0,7,2,6,4.71,4.71,2.53,2.53,2.18,7.84,10.32,17,6,4.41
