Date,HomeTeam,AwayTeam,Result,HomeWinOdds,DrawOdds,AwayWinOdds,OverOdds,UnderOdds,HTeam,HM,HW,HD,HL,HG,HGA,HPTS,HxG,HNPxG,HxGA,HNPxGA,HNPxGD,HPPDA,HOPPDA,HDC,HODC,HxPTS,ATeam,AM,AW,AD,AL,AG,AGA,APTS,AxG,ANPxG,AxGA,ANPxGA,ANPxGD,APPDA,AOPPDA,ADC,AODC,AxPTS
10/08/2018,Marseille,Toulouse,4-0,1.4,4.5,8.0,1.72,2.11,Marseille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toulouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2018,Angers,Nimes,3-4,2.3,3.2,3.3,2.2,1.66,Angers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2018,Lille,Rennes,3-1,2.5,3.1,3.1,2.22,1.64,Lille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rennes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2018,Montpellier,Dijon,1-2,1.72,3.5,5.5,2.12,1.71,Montpellier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dijon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2018,Nantes,Monaco,1-3,3.2,3.25,2.3,2.07,1.74,Nantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2018,Nice,Reims,0-1,1.85,3.5,4.5,2.02,1.79,Nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2018,Saint-Etienne,Guingamp,2-1,1.8,3.5,4.75,2.03,1.78,Saint-Etienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guingamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2018,Bordeaux,Strasbourg,0-2,1.7,3.6,5.0,2.07,1.74,Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strasbourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2018,Lyon,Amiens,2-0,1.2,7.0,13.0,1.5,2.56,Lyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2018,Paris Saint Germain,Caen,3-0,1.08,12.0,23.0,1.26,3.69,Paris Saint Germain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/2018,Reims,Lyon,1-0,4.75,4.0,1.7,1.71,2.12,Reims,1,1,0,0,1,0,3,0.27,0.27,1.03,1.03,-0.77,30.58,4.09,3,3,0.61,Lyon,1,1,0,0,2,0,3,1.31,1.31,0.29,0.29,1.02,6.12,15.61,4,0,2.25
18/08/2018,Amiens,Montpellier,1-2,3.2,3.0,2.5,2.67,1.45,Amiens,1,0,0,1,0,2,0,0.29,0.29,1.31,1.31,-1.02,15.61,6.12,0,4,0.48,Montpellier,1,0,0,1,1,2,0,1.34,1.34,1.95,1.07,0.27,9.88,9.88,11,2,0.86
18/08/2018,Caen,Nice,1-1,2.75,3.1,2.75,2.43,1.54,Caen,1,0,0,1,0,3,0,0.19,0.19,3.35,3.35,-3.16,45.45,10.44,0,8,0.01,Nice,1,0,0,1,0,1,0,1.03,1.03,0.27,0.27,0.77,4.09,30.58,3,3,2.05
18/08/2018,Dijon,Nantes,2-0,2.6,3.25,2.8,2.08,1.73,Dijon,1,1,0,0,2,1,3,1.95,1.07,1.34,1.34,-0.27,9.88,9.88,2,11,1.89,Nantes,1,0,0,1,1,3,0,1.22,1.22,2.84,2.84,-1.62,5.23,10.2,11,5,0.35
18/08/2018,Guingamp,Paris Saint Germain,1-3,13.0,7.0,1.2,1.44,2.6,Guingamp,1,0,0,1,1,2,0,1.37,0.61,0.93,0.93,-0.32,11.94,13.2,5,2,1.76,Paris Saint Germain,1,1,0,0,3,0,3,3.35,3.35,0.19,0.19,3.16,10.44,45.45,8,0,2.98
18/08/2018,Monaco,Lille,0-0,1.5,4.33,6.5,1.62,2.26,Monaco,1,1,0,0,3,1,3,2.84,2.84,1.22,1.22,1.62,10.2,5.23,5,11,2.51,Lille,1,1,0,0,3,1,3,1.88,1.88,0.45,0.45,1.43,11.38,10.81,17,5,2.46
18/08/2018,Rennes,Angers,1-0,1.9,3.3,4.5,2.31,1.59,Rennes,1,0,0,1,1,3,0,0.45,0.45,1.88,1.88,-1.43,10.81,11.38,5,17,0.35,Angers,1,0,0,1,3,4,0,2.62,2.62,1.21,1.21,1.41,5.69,11.13,10,3,2.29
19/08/2018,Nimes,Marseille,3-1,4.75,3.8,1.72,1.63,2.25,Nimes,1,1,0,0,4,3,3,1.21,1.21,2.62,2.62,-1.41,11.13,5.69,3,10,0.54,Marseille,1,1,0,0,4,0,3,3.46,2.7,0.23,0.23,2.47,6.39,10.68,4,3,2.95
