Date,HomeTeam,AwayTeam,Result,HomeWinOdds,DrawOdds,AwayWinOdds,OverOdds,UnderOdds,HTeam,HM,HW,HD,HL,HG,HGA,HPTS,HxG,HNPxG,HxGA,HNPxGA,HNPxGD,HPPDA,HOPPDA,HDC,HODC,HxPTS,ATeam,AM,AW,AD,AL,AG,AGA,APTS,AxG,ANPxG,AxGA,ANPxGA,ANPxGD,APPDA,AOPPDA,ADC,AODC,AxPTS
19/08/2017,Juventus,Cagliari,3-0,1.14,8.0,19.0,1.55,2.41,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/08/2017,Verona,Napoli,1-3,8.0,4.75,1.4,1.61,2.29,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2017,Atalanta,Roma,0-1,3.2,3.3,2.3,1.76,2.06,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2017,Bologna,Torino,1-1,3.1,3.3,2.38,2.07,1.75,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2017,Crotone,AC Milan,0-3,6.0,4.0,1.57,1.75,2.06,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AC Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2017,Inter,Fiorentina,3-0,1.57,4.0,6.0,1.71,2.13,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2017,Lazio,SPAL 2013,0-0,1.29,5.5,11.0,1.67,2.18,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPAL 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2017,Sampdoria,Benevento,2-1,1.67,3.75,5.5,1.96,1.85,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2017,Sassuolo,Genoa,0-0,2.2,3.25,3.5,1.96,1.85,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2017,Udinese,Chievo,1-2,2.1,3.2,3.8,2.23,1.65,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/08/2017,Benevento,Bologna,0-1,2.7,3.2,2.75,2.18,1.67,Benevento,1,0,0,1,1,2,0,1.05,1.05,2.85,2.85,-1.79,18.27,6.6,3,11,0.26,Bologna,1,0,1,0,1,1,1,0.57,0.57,0.31,0.31,0.25,15.0,10.15,6,4,1.52
26/08/2017,Genoa,Juventus,2-4,9.0,4.5,1.4,1.84,1.96,Genoa,1,0,1,0,0,0,1,0.97,0.97,0.45,0.45,0.52,9.61,16.93,11,5,1.88,Juventus,1,1,0,0,3,0,3,1.27,1.27,1.4,0.64,0.63,9.96,16.65,9,5,1.17
26/08/2017,Roma,Inter,1-3,2.3,3.5,3.0,1.63,2.26,Roma,1,1,0,0,1,0,3,0.36,0.36,1.48,1.48,-1.12,9.27,5.83,5,4,0.39,Inter,1,1,0,0,3,0,3,2.71,1.95,0.41,0.41,1.54,18.44,13.4,12,3,2.81
27/08/2017,Chievo,Lazio,1-2,3.5,3.2,2.2,2.0,1.81,Chievo,1,1,0,0,2,1,3,0.42,0.42,0.73,0.73,-0.3,13.85,12.3,4,4,0.99,Lazio,1,0,1,0,0,0,1,0.76,0.76,0.63,0.63,0.13,6.92,22.82,6,2,1.43
27/08/2017,Crotone,Verona,0-0,2.5,3.2,2.88,2.19,1.67,Crotone,1,0,0,1,0,3,0,0.3,0.3,2.09,1.33,-1.03,38.18,4.22,3,18,0.2,Verona,1,0,0,1,1,3,0,1.4,0.63,2.62,2.62,-1.99,31.58,10.0,4,13,0.57
27/08/2017,Fiorentina,Sampdoria,1-2,1.8,3.5,4.5,1.76,2.05,Fiorentina,1,0,0,1,0,3,0,0.41,0.41,2.71,1.95,-1.54,13.4,18.44,3,12,0.12,Sampdoria,1,1,0,0,2,1,3,2.85,2.85,1.05,1.05,1.79,6.6,18.27,11,3,2.62
27/08/2017,AC Milan,Cagliari,2-1,1.22,6.5,13.0,1.48,2.58,AC Milan,1,1,0,0,3,0,3,2.09,1.33,0.3,0.3,1.03,4.22,38.18,18,3,2.68,Cagliari,1,0,0,1,0,3,0,1.4,0.64,1.27,1.27,-0.63,16.65,9.96,5,9,1.54
27/08/2017,Napoli,Atalanta,3-1,1.4,4.75,8.0,1.56,2.4,Napoli,1,1,0,0,3,1,3,2.62,2.62,1.4,0.63,1.99,10.0,31.58,13,4,2.23,Atalanta,1,0,0,1,0,1,0,1.48,1.48,0.36,0.36,1.12,5.83,9.27,4,5,2.39
27/08/2017,SPAL 2013,Udinese,3-2,2.5,3.1,2.9,2.19,1.67,SPAL 2013,1,0,1,0,0,0,1,0.63,0.63,0.76,0.76,-0.13,22.82,6.92,2,6,1.18,Udinese,1,0,0,1,1,2,0,0.73,0.73,0.42,0.42,0.3,12.3,13.85,4,4,1.59
