,Date,HomeTeam,AwayTeam,HomeWinOdds,DrawOdds,AwayWinOdds,Line,OverLineOdds,UnderLineOdds,Yes,No,HM,HW/M,HD/M,HL/M,HG/M,HGA/M,HPTS/M,HxG/M,HNPxG/M,HxGA/M,HNPxGA/M,HNPxGD/M,HPPDA,HOPPDA,HDC/M,HODC/M,HxPTS/M,AM,AW/M,AD/M,AL/M,AG/M,AGA/M,APTS/M,AxG/M,ANPxG/M,AxGA/M,ANPxGA/M,ANPxGD/M,APPDA,AOPPDA,ADC/M,AODC/M,AxPTS/M,Match_id
0,12/11/2023,Mallorca,Cadiz,1.91,3.3,4.5,2.5,2.5,1.53,2.2,1.62,11,0.09090909090909091,0.45454545454545453,0.45454545454545453,1.0,1.5454545454545454,0.7272727272727273,1.211818181818182,1.0763636363636364,1.81,1.6072727272727272,-0.5309090909090909,10.89,9.07,3.6363636363636362,8.090909090909092,1.0054545454545456,11,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.8181818181818182,1.5454545454545454,0.6363636363636364,0.9036363636363636,0.8363636363636363,1.7963636363636366,1.7963636363636366,-0.9590909090909091,10.11,7.44,3.5454545454545454,7.0,0.9845454545454545,c1fe6edb-7ff7-59f2-9dee-4fe2dbdba8ca
1,03/12/2023,Celta Vigo,Cadiz,1.85,3.7,4.15,2.5,1.98,1.83,1.87,1.88,12,0.08333333333333333,0.3333333333333333,0.5833333333333334,1.1666666666666667,1.8333333333333333,0.5833333333333334,1.7033333333333334,1.58,1.8525,1.6050000000000002,-0.024999999999999998,16.09,9.64,6.25,6.416666666666667,1.3083333333333333,11,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.8181818181818182,1.5454545454545454,0.6363636363636364,0.9036363636363636,0.8363636363636363,1.7963636363636366,1.7963636363636366,-0.9590909090909091,10.11,7.44,3.5454545454545454,7.0,0.9845454545454545,52ec8fac-307d-50bc-8ea8-1c467adf0abe
2,03/12/2023,Mallorca,Alaves,2.1,3.3,3.75,2.5,2.47,1.55,2.15,1.65,11,0.09090909090909091,0.45454545454545453,0.45454545454545453,1.0,1.5454545454545454,0.7272727272727273,1.211818181818182,1.0763636363636364,1.81,1.6072727272727272,-0.5309090909090909,10.89,9.07,3.6363636363636362,8.090909090909092,1.0054545454545456,12,0.25,0.25,0.5,0.9166666666666666,1.4166666666666667,1.0,1.6624999999999999,1.5391666666666666,1.4808333333333332,1.2325,0.30583333333333335,12.54,8.48,5.666666666666667,5.833333333333333,1.5625,a911ad30-e78f-51b4-bf50-1dcc63bfe939
3,24/11/2023,Alaves,Granada,1.85,3.6,4.3,2.5,2.05,1.78,1.88,1.85,12,0.25,0.25,0.5,0.9166666666666666,1.4166666666666667,1.0,1.6624999999999999,1.5391666666666666,1.4808333333333332,1.2325,0.30583333333333335,12.54,8.48,5.666666666666667,5.833333333333333,1.5625,12,0.08333333333333333,0.3333333333333333,0.5833333333333334,1.4166666666666667,2.25,0.5833333333333334,1.3541666666666667,1.1666666666666667,1.96,1.7116666666666667,-0.5458333333333333,11.32,7.69,4.583333333333333,6.333333333333333,0.9241666666666667,81b93f36-1e52-5a84-a515-a105586b407d
4,03/12/2023,Real Madrid,Granada,1.18,6.9,17.5,3.5,2.02,1.8,2.02,1.75,12,0.75,0.16666666666666666,0.08333333333333333,2.1666666666666665,0.75,2.4166666666666665,2.2866666666666666,2.1566666666666667,1.3458333333333332,1.3458333333333332,0.81,11.83,15.73,10.583333333333334,3.9166666666666665,1.8883333333333334,12,0.08333333333333333,0.3333333333333333,0.5833333333333334,1.4166666666666667,2.25,0.5833333333333334,1.3541666666666667,1.1666666666666667,1.96,1.7116666666666667,-0.5458333333333333,11.32,7.69,4.583333333333333,6.333333333333333,0.9241666666666667,893f0885-aa8a-5350-a7ce-0c0d68f81b6e
5,25/11/2023,Rayo Vallecano,Barcelona,5.1,4.0,1.65,2.5,1.75,2.1,1.72,2.05,12,0.25,0.5,0.25,1.0833333333333333,1.4166666666666667,1.25,1.2916666666666667,1.1058333333333332,1.5316666666666665,1.4083333333333332,-0.3025,9.54,7.33,5.25,8.833333333333334,1.2808333333333333,12,0.75,0.16666666666666666,0.08333333333333333,2.1666666666666665,1.0833333333333333,2.4166666666666665,2.146666666666667,2.0233333333333334,1.11,1.11,0.9133333333333334,7.65,14.48,9.416666666666666,6.416666666666667,2.075833333333333,a5d2b3c4-d525-5067-a38e-21781488be48
6,25/11/2023,Valencia,Celta Vigo,2.15,3.35,3.5,2.5,2.12,1.72,1.85,1.88,12,0.3333333333333333,0.25,0.4166666666666667,1.1666666666666667,1.4166666666666667,1.25,1.3133333333333332,1.19,1.2766666666666666,1.1525,0.03666666666666667,11.27,10.39,3.25,4.5,1.4541666666666666,12,0.08333333333333333,0.3333333333333333,0.5833333333333334,1.1666666666666667,1.8333333333333333,0.5833333333333334,1.7033333333333334,1.58,1.8525,1.6050000000000002,-0.024999999999999998,16.09,9.64,6.25,6.416666666666667,1.3083333333333333,9d4b0010-f8a9-5e06-9d85-70fc123f9393
7,25/11/2023,Getafe,Almeria,1.75,3.65,4.9,2.5,2.05,1.78,1.95,1.8,12,0.25,0.5,0.25,1.25,1.4166666666666667,1.25,1.2841666666666667,1.16,1.4141666666666666,1.2283333333333333,-0.0675,9.7,7.03,3.4166666666666665,5.833333333333333,1.3058333333333334,12,0.0,0.25,0.75,1.25,2.75,0.25,1.3225,1.26,2.2216666666666667,1.9716666666666667,-0.7116666666666666,11.44,9.44,2.75,8.166666666666666,0.8233333333333334,5caeffc6-32de-5b29-b2c4-e80c95f3b5b1
8,25/11/2023,Atletico Madrid,Mallorca,1.39,4.65,8.75,2.5,1.93,1.88,2.25,1.6,11,0.7272727272727273,0.09090909090909091,0.18181818181818182,2.3636363636363638,1.0,2.272727272727273,2.097272727272727,1.9618181818181817,0.9072727272727273,0.9072727272727273,1.0554545454545454,14.31,14.52,9.0,5.363636363636363,2.09,11,0.09090909090909091,0.45454545454545453,0.45454545454545453,1.0,1.5454545454545454,0.7272727272727273,1.211818181818182,1.0763636363636364,1.81,1.6072727272727272,-0.5309090909090909,10.89,9.07,3.6363636363636362,8.090909090909092,1.0054545454545456,53214582-f38a-5164-8f7d-38b882e05b7c
9,26/11/2023,Villarreal,Osasuna,2.3,3.45,3.1,2.5,1.93,1.88,1.72,2.05,12,0.25,0.25,0.5,1.4166666666666667,1.8333333333333333,1.0,1.3658333333333335,1.18,1.925,1.8008333333333333,-0.6208333333333333,9.58,9.93,6.25,9.0,1.04,12,0.25,0.16666666666666666,0.5833333333333334,1.0833333333333333,1.75,0.9166666666666666,1.2108333333333332,1.0250000000000001,1.6291666666666667,1.4991666666666665,-0.4741666666666667,11.14,10.94,6.0,5.166666666666667,1.2108333333333332,450fd6e4-f8d8-525d-bcd0-a444f8b256f6
