Date,HomeTeam,AwayTeam,Result,HomeWinOdds,DrawOdds,AwayWinOdds,OverOdds,UnderOdds,HTeam,HM,HW,HD,HL,HG,HGA,HPTS,HxG,HNPxG,HxGA,HNPxGA,HNPxGD,HPPDA,HOPPDA,HDC,HODC,HxPTS,ATeam,AM,AW,AD,AL,AG,AGA,APTS,AxG,ANPxG,AxGA,ANPxGA,ANPxGD,APPDA,AOPPDA,ADC,AODC,AxPTS
11/08/2023,Almeria,Rayo Vallecano,0-2,2.45,3.3,2.9,2.1,1.73,Almeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rayo Vallecano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/2023,Sevilla,Valencia,1-2,1.91,3.5,4.2,2.2,1.67,Sevilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2023,Real Sociedad,Girona,1-1,1.62,4.0,5.25,1.95,1.95,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Girona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2023,Las Palmas,Mallorca,1-1,2.4,3.0,3.3,2.75,1.44,Las Palmas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mallorca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2023,Athletic Club,Real Madrid,0-2,3.3,3.5,2.15,1.87,2.03,Athletic Club,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Real Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2023,Celta Vigo,Osasuna,0-2,2.05,3.2,3.9,2.3,1.62,Celta Vigo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Osasuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2023,Villarreal,Real Betis,1-2,1.75,4.0,4.2,1.73,2.1,Villarreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Real Betis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2023,Getafe,Barcelona,0-0,6.5,3.8,1.57,2.1,1.73,Getafe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/08/2023,Cadiz,Alaves,1-0,2.2,3.0,3.75,2.75,1.44,Cadiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alaves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/08/2023,Ath Madrid,Granada,3-1,1.3,5.5,9.5,1.67,2.2,,,,,,,,,,,,,,,,,,,Granada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/08/2023,Mallorca,Villarreal,0-1,2.8,3.2,2.6,2.3,1.62,Mallorca,1,0,1,0,1,1,1,1.49,0.61,0.87,0.13,0.48,9.26,6.9,4,2,1.93,Villarreal,1,0,0,1,1,2,0,0.74,0.74,0.97,0.97,-0.23,6.15,10.63,14,7,1.12
18/08/2023,Valencia,Las Palmas,1-0,1.57,3.9,6.0,2.1,1.73,Valencia,1,1,0,0,2,1,3,1.07,1.07,0.71,0.71,0.35,8.37,6.07,6,3,1.64,Las Palmas,1,0,1,0,1,1,1,0.87,0.13,1.49,0.61,-0.48,6.9,9.26,2,4,0.68
19/08/2023,Real Sociedad,Celta Vigo,1-1,1.73,3.4,5.5,2.38,1.57,Real Sociedad,1,0,1,0,1,1,1,1.46,1.46,1.28,1.28,0.18,6.15,15.0,4,3,1.48,Celta Vigo,1,0,0,1,0,2,0,0.78,0.78,0.96,0.96,-0.18,17.25,8.58,8,0,1.12
19/08/2023,Almeria,Real Madrid,1-3,8.0,4.75,1.4,1.62,2.3,Almeria,1,0,0,1,0,2,0,1.12,1.12,2.1,0.61,0.51,7.38,8.86,9,6,0.61,Real Madrid,1,1,0,0,2,0,3,1.33,1.33,0.7,0.7,0.63,10.0,13.93,11,2,1.88
19/08/2023,Osasuna,Athletic Club,0-2,2.9,3.0,2.63,2.38,1.57,Osasuna,1,1,0,0,2,0,3,0.96,0.96,0.78,0.78,0.18,8.58,17.25,0,8,1.54,Athletic Club,1,0,0,1,0,2,0,0.7,0.7,1.33,1.33,-0.63,13.93,10.0,2,11,0.82
20/08/2023,Girona,Getafe,3-0,2.05,3.1,4.0,2.63,1.5,Girona,1,0,1,0,1,1,1,1.28,1.28,1.46,1.46,-0.18,15.0,6.15,3,4,1.21,Getafe,1,0,1,0,0,0,1,0.8,0.8,1.68,1.68,-0.87,19.23,6.38,7,11,0.7
20/08/2023,Barcelona,Cadiz,2-0,1.2,7.0,13.0,1.57,2.38,Barcelona,1,0,1,0,0,0,1,1.68,1.68,0.8,0.8,0.87,6.38,19.23,11,7,2.06,Cadiz,1,1,0,0,1,0,3,0.82,0.82,0.23,0.23,0.59,7.85,6.58,2,4,1.9
