Date,HomeTeam,AwayTeam,Result,HomeWinOdds,DrawOdds,AwayWinOdds,OverOdds,UnderOdds,HTeam,HM,HW,HD,HL,HG,HGA,HPTS,HxG,HNPxG,HxGA,HNPxGA,HNPxGD,HPPDA,HOPPDA,HDC,HODC,HxPTS,ATeam,AM,AW,AD,AL,AG,AGA,APTS,AxG,ANPxG,AxGA,ANPxGA,ANPxGD,APPDA,AOPPDA,ADC,AODC,AxPTS
06/08/2021,Monaco,Nantes,1-1,1.44,4.33,7.0,1.66,2.2,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/08/2021,Lyon,Brest,1-1,1.33,5.0,8.5,1.36,3.2,Lyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/08/2021,Troyes,Paris Saint Germain,1-2,11.0,6.0,1.25,1.57,2.37,Troyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paris Saint Germain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2021,Rennes,Lens,1-1,2.0,3.4,3.75,2.0,1.8,Rennes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2021,Bordeaux,Clermont Foot,0-2,2.0,3.4,3.75,2.1,1.72,Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clermont Foot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2021,Nice,Reims,0-0,1.85,3.5,4.2,2.0,1.8,Nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2021,Saint-Etienne,Lorient,1-1,2.25,3.25,3.2,1.93,1.93,Saint-Etienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lorient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2021,Strasbourg,Angers,0-2,2.0,3.2,4.0,2.2,1.66,Strasbourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2021,Metz,Lille,3-3,5.25,3.4,1.72,2.3,1.61,Metz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2021,Montpellier,Marseille,2-3,3.2,3.4,2.2,1.9,1.9,Montpellier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marseille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/08/2021,Lorient,Monaco,1-0,4.0,3.75,1.85,2.01,1.92,Lorient,1,0,1,0,1,1,1,0.84,0.84,1.86,1.1,-0.26,12.62,7.92,7,3,0.58,Monaco,1,0,1,0,1,1,1,1.77,1.77,0.24,0.24,1.53,3.96,26.0,13,2,2.57
